,id_resol,año,cargos,códigos,Empresa denunciada,Multas,Medidas correctivas,dec_fav_denunciante,cargos limpio
36,1700-2017/SPC-INDECOPI,2017,"Se señaló lo siguiente
(i) Adquirieron dos pasajes en la ruta de Lima-Tumbes con fecha de salida el 4 de marzo y llegada el 5 de marzo de 2016, por la suma de S/ 125,00 cada uno;
(ii) en el transcurso del viaje, el ómnibus se detuvo en el peaje Carpitas en la Región Tumbes, siendo que, al momento de avanzar, personal del denunciado no se percató que el señor Aleman estaba subiendo las escaleras con dirección al segundo piso del bus, ocasionando que cayera desde lo alto, sufriendo golpes en distintas partes del cuerpo; siendo que pudo caerse al pavimento al encontrarse la puerta abierta del ómnibus;
(iii) luego de las coordinaciones internas y demoras por parte de la denunciada, debido a que la persona encargada se encontraba de descanso, los trasladaron a la Clínica La Familia ubicada en la ciudad de Tumbes, donde el médico de traumatología determinó policontusiones, disponiendo la toma de placas y la receta de medicamentos preventivos;
(iv) el proveedor denunciado no cubrió los gastos relacionados a los tres días de descanso médico, los gastos incurridos en medicinas y en hospedaje, solo cubrió los gastos de la atención inmediata en la clínica y otorgó un descuento de S/ 22,00 en sus pasajes de retorno a Lima;
(v) en el viaje de retorno a la ciudad de Lima, recibieron por parte de los trabajadores de la denunciada un trato hostil, pues los maltrataron por la pérdida de una manta y un cojín; y,
(vi) solicitaron que se sancione a la empresa denunciada.",ser8,TRANSPORTES CRUZ DEL SUR S.A.C.,"2,9 UIT",0,1,señaló siguiente i adquirieron dos pasajes ruta lima-tumbes fecha salida 4 marzo llegada 5 marzo 2016 suma s 125 00 cada ii transcurso viaje ómnibus detuvo peaje carpitas región tumbes siendo momento avanzar personal denunciado percató señor aleman subiendo escaleras dirección segundo piso bus ocasionando cayera alto sufriendo golpes distintas partes cuerpo siendo pudo caerse pavimento encontrarse puerta abierta ómnibus iii luego coordinaciones internas demoras parte denunciada debido persona encargada encontraba descanso trasladaron clínica familia ubicada ciudad tumbes médico traumatología determinó policontusiones disponiendo toma placas receta medicamentos preventivos iv proveedor denunciado cubrió gastos relacionados tres días descanso médico gastos incurridos medicinas hospedaje solo cubrió gastos atención inmediata clínica otorgó descuento s 22 00 pasajes retorno lima v viaje retorno ciudad lima recibieron parte trabajadores denunciada trato hostil pues maltrataron pérdida manta cojín vi solicitaron sancione empresa denunciada
37,2047-2017/SPC-INDECOPI,2017,"Se señaló que en los boletos omitidos se consignaba lo narrado a continuación:
(i) Información que inducía a error a los consumidores, respecto a la cobertura en caso de pérdida, sustracción o daño de los bienes transportados en bodega, toda vez que se aludía al Decreto Supremo N° 009-2004/MTC;
(ii) caracteres inferiores a tres (03) milímetros;
(iii) que los mismos eran personales e intransferibles;
(iv) que el usuario debía verificar sus datos en el boleto y firmar en señal de conformidad, no aceptándose reclamos posteriores;
(v) que en caso de pérdida, deterioro o destrucción de equipajes, que no se debieran a un caso fortuito y/o fuerza mayor a su empresa, solo se obligaba a pagar al pasajero en calidad de indemnización total, hasta un máximo equivalente a dos (02) veces el valor del pasaje pagado por el viajero; y,
(vi) que todo niño mayor a cuatro (04) años pagaba su pasaje.","o5,o4,c2,c8,c14",TRANSPORTES EL PINO S.A.C.,0,0,0,señaló boletos omitidos consignaba narrado continuación i información inducía error consumidores respecto cobertura caso pérdida sustracción daño bienes transportados bodega toda vez aludía decreto supremo n 009-2004 mtc ii caracteres inferiores tres 03 milímetros iii mismos personales intransferibles iv usuario debía verificar datos boleto firmar señal conformidad aceptándose reclamos posteriores v caso pérdida deterioro destrucción equipajes debieran caso fortuito fuerza mayor empresa solo obligaba pagar pasajero calidad indemnización total máximo equivalente dos 02 veces valor pasaje pagado viajero vi niño mayor cuatro 04 años pagaba pasaje
38,2166-2017/SPC-INDECOPI,2017,"La denuncia presentó los siguientes argumentos:
(i) El 01 de mayo de 2016, adquirió dos boletos con destino a la ciudad de San Martín de Pangoa para su hermana y para ella, siendo que al momento de abordar el bus hizo entrega de tres equipajes con sus respectivos tickets (490912, 490913 y 490914), los mismos que contenían prendas de vestir por un valor de S/ 6 174,00, conforme a los comprobantes de pagos adjuntos a la presente denuncia;
(ii) en la localidad de Mazamari, antes de llegar a su destino, bajó del vehículo para verificar su equipaje, dándose con la sorpresa de que este no se encontraba en la bodega del vehículo, por lo que inmediatamente le reclamó al chofer y al ayudante, quienes le manifestaron que la puerta de dicha bodega no cerraba bien;
(iii) en la agencia de San Martín de Pangoa solicitó el Libro de Reclamaciones; sin embargo, no se lo entregaron; y,
(iv) solicitó como medida correctiva que la denunciada asuma el valor de su equipaje.","ser2,ser6",EMPRESA DE TRANSPORTES Y TURISMO RARAZ S.A.C.,1 UIT,0,1,denuncia presentó siguientes argumentos i 01 mayo 2016 adquirió dos boletos destino ciudad san martín pangoa hermana siendo momento abordar bus hizo entrega tres equipajes respectivos tickets 490912 490913 490914 mismos contenían prendas vestir valor s 6 174 00 conforme comprobantes pagos adjuntos presente denuncia ii localidad mazamari llegar destino bajó vehículo verificar equipaje dándose sorpresa encontraba bodega vehículo inmediatamente reclamó chofer ayudante manifestaron puerta dicha bodega cerraba bien iii agencia san martín pangoa solicitó libro reclamaciones embargo entregaron iv solicitó medida correctiva denunciada asuma valor equipaje
39,4834-2016/SPC-INDECOPI,2016,"se denunció a la empresa por presunta infracción de la Ley 29571, Código de Protección y Defensa del Consumidor:
- no consignar información sobre los seguros que cubren a los usuarios
- Habría consignado en sus formularios contractuales (boletos de viaje) caracteres inferiores a 3 milímetros 
- Habría consignado como parte de las cláusulas generales de contratación del servicio de transporte que (i) el boleto es personal e intransferible
- Habría consignado como parte de las cláusulas generales de contratación del servicio de transporte que en caso de pérdida, daño parcial o total del equipaje la Empresa solo reconoce el límite del valor de su tarifa más alta a la fecha","o3,o4,c2,c8",EMPRESA DE TRANSPORTE TURÍSTICO OLANO S.A.,15 UIT,0,1,denunció empresa presunta infracción ley 29571 código protección defensa consumidor - consignar información seguros cubren usuarios - consignado formularios contractuales boletos viaje caracteres inferiores 3 milímetros - consignado parte cláusulas generales contratación servicio transporte i boleto personal intransferible - consignado parte cláusulas generales contratación servicio transporte caso pérdida daño parcial total equipaje empresa solo reconoce límite valor tarifa alta fecha
40,4535-2016/SPC-INDECOPI,2016,"Se denunció a la empresa señalando que el denunciado: (i) no habría cumplido con devolverle su equipaje; y, (ii) no cumplió con brindar respuesta a sus reclamos interpuestos.","ser2,ser7",EXPRESO INTERNACIONAL ORMEÑO S.A.,0,0,0,denunció empresa señalando denunciado i cumplido devolverle equipaje ii cumplió brindar respuesta reclamos interpuestos
41,4079-2016/SPC-INDECOPI,2016,"Se indicaron los siguientes hechos en la denuncia
(i) En los boletos de viaje emitidos por la denunciada no se consignaba información alguna sobre los seguros que cubrían tanto a los usuarios del servicio de transporte como a sus bienes;
(ii) en el Boleto de Viaje 118 190766 de fecha 26 de abril de 2015, emitido por Cruz del Norte para la ruta Chimbote - Lima, se consignaba que el mismo era personal e intransferible (cláusula primera);
(iii) a través del mencionado documento, la empresa: (a) sólo reconocía S/. 0,50 por kilo de equipaje, ante la pérdida o robo del mismo (cláusula sexta); y, (b) no asumía ninguna responsabilidad ante las demoras generadas por cambio o atrasos en los itinerarios (cláusula novena); y, (iv) el tamaño de letra de las cláusulas contenidas en los boletos de viaje emitidos por Cruz del Norte era inferior a tres (3) milímetros.","o3,c2,c8,c3,o4",EMPRESA DE TRANSPORTES CRUZ DEL NORTE S.A.C.,12 UIT Amonestación,0,1,indicaron siguientes hechos denuncia i boletos viaje emitidos denunciada consignaba información alguna seguros cubrían usuarios servicio transporte bienes ii boleto viaje 118 190766 fecha 26 abril 2015 emitido cruz norte ruta chimbote - lima consignaba mismo personal intransferible cláusula primera iii través mencionado documento empresa sólo reconocía s 0 50 kilo equipaje pérdida robo mismo cláusula sexta b asumía ninguna responsabilidad demoras generadas cambio atrasos itinerarios cláusula novena iv tamaño letra cláusulas contenidas boletos viaje emitidos cruz norte inferior tres 3 milímetros
42,2872-2016/SPC-INDECOPI,2016,"Se indicaron los siguientes hechos en la denuncia:
(i) Pese a que Huayruro Tours ofreció que el servicio de transporte terrestre correspondiente a la ruta Copacabana-Cuzco se iba a efectuar de manera directa, en la ciudad de Puno se efectuó un cambio de Bus, asimismo en la ruta de Puno-Cuzco, dicho bus fue intervenido por la policía, encontrando contrabando en su bodega;
(ii) no cumplió con el deber de identificar a los pasajeros solicitando sus documentos de identidad y realizar la grabación de sus rostros;
(iii) los boletos emitidos y entregados por Huayruro Tours contiene cinco cláusulas abusivas, tales como: (a) la intransferibilidad del boleto; (b) irresponsabilidad por retraso; (c) irresponsabilidad por pérdida de objetos de valor; (d) irresponsabilidad por pérdida deterioro o destrucción de equipaje; y, (e) renuncia a iniciar acciones legales; y,
(iv) cláusulas abusivas, tales como: (a) la intransferibilidad del boleto; (b) irresponsabilidad por retraso; (c) irresponsabilidad por pérdida de objetos de valor; (d) irresponsabilidad por pérdida deterioro o destrucción de equipaje; y, (e) renuncia a iniciar acciones legales; y, los términos y condiciones del boleto son inferiores a tres (03) milímetros.","seg2,seg3,c2,c3,c8,c10,o4",HUAYRURO TOURS E.I.R.L.,0,0,0,indicaron siguientes hechos denuncia i pese huayruro tours ofreció servicio transporte terrestre correspondiente ruta copacabana-cuzco iba efectuar manera directa ciudad puno efectuó cambio bus asimismo ruta puno-cuzco dicho bus intervenido policía encontrando contrabando bodega ii cumplió deber identificar pasajeros solicitando documentos identidad realizar grabación rostros iii boletos emitidos entregados huayruro tours contiene cinco cláusulas abusivas tales intransferibilidad boleto b irresponsabilidad retraso c irresponsabilidad pérdida objetos valor d irresponsabilidad pérdida deterioro destrucción equipaje renuncia iniciar acciones legales iv cláusulas abusivas tales intransferibilidad boleto b irresponsabilidad retraso c irresponsabilidad pérdida objetos valor d irresponsabilidad pérdida deterioro destrucción equipaje renuncia iniciar acciones legales términos condiciones boleto inferiores tres 03 milímetros
43,2835-2016/SPC-INDECOPI,2016,"En la denuncia se señalaron los siguientes hechos:
(i) El 13 de junio de 2015, adquirió un boleto de viaje de Turismo Ampay en la ruta Cusco – Abancay por la suma de S/. 15,00, habiendo dejado, a invitación del personal que le vendió el pasaje, su equipaje que consistía en una bolsa de viaje y una maleta sin que le entreguen ningún ticket por dicha entrega;
(ii) en el momento de abordar el bus, no encontró su maleta, que contenía prendas de vestir valorizadas en S/. 1 400,00 sin que el denunciado le brinde ninguna solución, por lo cual no pudo viajar a su destino; y,
(iii) ante dicha situación solicitó el libro de reclamaciones; sin embargo, no se le entregó el mismo.","ser4,ser2,ser6",TURISMO AMPAY S.C.R.L.,0,0,0,denuncia señalaron siguientes hechos i 13 junio 2015 adquirió boleto viaje turismo ampay ruta cusco abancay suma s 15 00 dejado invitación personal vendió pasaje equipaje consistía bolsa viaje maleta entreguen ningún ticket dicha entrega ii momento abordar bus encontró maleta contenía prendas vestir valorizadas s 1 400 00 denunciado brinde ninguna solución pudo viajar destino iii dicha situación solicitó libro reclamaciones embargo entregó mismo
44,2250-2016/SPC-INDECOPI,2016,"Se denunció a la empresa argumentando lo siguiente:
(i) Transportes Cruz del Sur S.A.C., no le habría permitido al señor Romero que aborde el bus con destino a la ciudad de Huancayo, ya que se le solicitó la presentación de su DNI sin tener en consideración su condición y sin brindarle la atención requerida; hechos que constituyen una presunta infracción del artículo 19° del Código”.",,TRANSPORTES CRUZ DEL SUR S.A.C.,0,0,0,denunció empresa argumentando siguiente i transportes cruz sur s c permitido señor romero aborde bus destino ciudad huancayo solicitó presentación dni tener consideración condición brindarle atención requerida hechos constituyen presunta infracción artículo 19 código
45,1400-2016/SPC-INDECOPI,2016,"Se denunció a la empresa señalando los siguientes cargos:
(i) En los boletos de viaje emitidos por Turismo Paraíso se consignaba que los mismos eran personales e intransferibles;
(ii) a través de dichos boletos, la empresa: (a) reconocía sólo S/. 0,50 por kilo de equipaje ante la pérdida o robo del mismo; y, (b) no asumía ninguna responsabilidad ante las demoras generadas por cambio o atrasos en los itinerarios o las derivadas por hechos fortuitos o de fuerza mayor; y,
(iii) el tamaño de letra de las cláusulas contenidas en los boletos de viaje emitidos por Turismo Paraíso era menor a tres (3) milímetros.","c2,c3,o4",TURISMO PARAÍSO S.A.,8 UIT,Costas y costos,1,denunció empresa señalando siguientes cargos i boletos viaje emitidos turismo paraíso consignaba mismos personales intransferibles ii través dichos boletos empresa reconocía sólo s 0 50 kilo equipaje pérdida robo mismo b asumía ninguna responsabilidad demoras generadas cambio atrasos itinerarios derivadas hechos fortuitos fuerza mayor iii tamaño letra cláusulas contenidas boletos viaje emitidos turismo paraíso menor tres 3 milímetros
46,1034-2016/SPC-INDECOPI,2016,"La empresa no cumplió con la entrega del equipaje del denunciante y, por otro lado, no cumplió con dar respuesta al reclamo presentado por el denunciante.","ser2,ser7",TRANSPORTES CRUZ DEL SUR S.A.C.,3 UIT,S/ 350 y Costas y costos,1,empresa cumplió entrega equipaje denunciante lado cumplió dar respuesta reclamo presentado denunciante
47,0912-2016/SPC-INDECOPI,2016,"La empresa defraudó las expectativas legítimas que tenían los consumidores de ser transportados sin inconvenientes, cuando se sustrajeron sus pertenencias del ómnibus con placa de rodaje C2T957 que los transportaba en la ruta Lima Cali, en agosto de 2014.
Los elementos que dieron origen al procedimiento administrativo de oficio fueron los siguientes:
(i) Medios de comunicación a través de los que tomó conocimiento, que en agosto de 2014, el ómnibus de placa de rodaje C2T957, que cubría la ruta Lima Cali, de propiedad de la denunciada, sufrió un asalto a la altura del Km. 310 de la carretera Panamericana Norte;
(ii) actuaciones recabadas por parte de la Comisaria PNP Huarmey y de la Fiscalía Corporativa Penal de Huarmey respecto del hecho anteriormente descrito; y,
(iii) acta de inspección técnico policial, elaborada por un efectivo policial y suscrita por el conductor del ómnibus de placa de rodaje C2T957, a través de la se verificó que durante la revisión del referido vehículo, las puertas de la bodega de equipaje se abrían con mucha facilidad.",ser1,EXPRESO INTERNACIONAL ORMEÑO S.A.,10 UIT,0,1,empresa defraudó expectativas legítimas consumidores ser transportados inconvenientes sustrajeron pertenencias ómnibus placa rodaje c2t957 transportaba ruta lima cali agosto 2014 elementos dieron origen procedimiento administrativo oficio siguientes i medios comunicación través tomó conocimiento agosto 2014 ómnibus placa rodaje c2t957 cubría ruta lima cali propiedad denunciada sufrió asalto altura km 310 carretera panamericana norte ii actuaciones recabadas parte comisaria pnp huarmey fiscalía corporativa penal huarmey respecto hecho anteriormente descrito iii acta inspección técnico policial elaborada efectivo policial suscrita conductor ómnibus placa rodaje c2t957 través verificó revisión referido vehículo puertas bodega equipaje abrían mucha facilidad
48,0777-2016/SPC-INDECOPI,2016,"La empresa habría defraudado las expectativas legítimas que tenían los consumidores de ser transportados sin inconvenientes, cuando el 23 de noviembre de 2013, el ómnibus de placa de rodaje B4K967, en la ruta Lima Chimbote, se incendió durante el trayecto, poniendo en riesgo su integridad física y afectando sus equipajes.",ser3,EMPRESA DE TRANSPORTE CRUZ DEL NORTE S.A.C.,50 UIT,0,1,empresa defraudado expectativas legítimas consumidores ser transportados inconvenientes 23 noviembre 2013 ómnibus placa rodaje b4k967 ruta lima chimbote incendió trayecto poniendo riesgo integridad física afectando equipajes
49,0466-2016/SPC-INDECOPI,2016,"Durante la inspección se verificó que la empresa que no ponía a disposición del pasajero que lo solicitara, la declaración de artículos de valor.",c9,TURISMO SAN LUIS DEL SUR E.I.R.L.,"0,75 UIT",0,1,inspección verificó empresa ponía disposición pasajero solicitara declaración artículos valor
50,0465-2016/SPC-INDECOPI,2016,"Durante la inspección se verificó las siguientes conductas: (a) la empresa no contaba con información escrita o publicada respecto de los precios de los servicios ofrecidos; y, (b) no ponía a disposición del pasajero que lo solicitara, la declaración de artículos de valor.","o1,c9",EXPRESO TURISMO SAN MARTÍN E.I.R.L.,"0,75 UIT",0,1,inspección verificó siguientes conductas empresa contaba información escrita publicada respecto precios servicios ofrecidos b ponía disposición pasajero solicitara declaración artículos valor
51,0039-2015/SPC-INDECOPI,2015,"En la denuncia se manifestó lo siguiente
(i) El 22 de julio de 2013, contrataron los servicios de Transportes Tres Estrellas con la finalidad de trasladarse desde Lima a Chimbote; 
(ii) el bus que los transportaba realizó diversas paradas de manera innecesaria e indebida en las ciudades de Huacho, Barranca, Pativilca, Huarmey y Casma, entre otras. Asimismo, el referido bus transportó un número de pasajeros mayor al permitido o a la capacidad del vehículo;
(iii) al arribar a la ciudad de Chimbote, solicitaron a la denunciada sus equipajes; sin embargo, estos no se encontraban en la bodega. Agregaron que la denunciada les informó que el bus había sido víctima de robo en la carretera; y,
(iv) por los hechos ocurridos, solicitaron que se dictaran las medidas correctivas correspondientes.
",ser1,EMPRESA DE TRANSPORTES TURISMO TRES ESTRELLAS S.A.C.,2 UIT,0,1,denuncia manifestó siguiente i 22 julio 2013 contrataron servicios transportes tres estrellas finalidad trasladarse lima chimbote ii bus transportaba realizó diversas paradas manera innecesaria indebida ciudades huacho barranca pativilca huarmey casma asimismo referido bus transportó número pasajeros mayor permitido capacidad vehículo iii arribar ciudad chimbote solicitaron denunciada equipajes embargo encontraban bodega agregaron denunciada informó bus sido víctima robo carretera iv hechos ocurridos solicitaron dictaran medidas correctivas correspondientes
52,0197-2015/SPC-INDECOPI,2015,Se denunció a la empresa debido a que extravió su equipaje y el de su menor hijo durante el viaje que realizó de la ciudad de Lima a la ciudad de Morropón.,ser2,EMPRESA DE TRANSPORTES RONCO PERÚ S.A.C.,0,0,0,denunció empresa debido extravió equipaje menor hijo viaje realizó ciudad lima ciudad morropón
53,0955-2015/SPC-INDECOPI,2015,"En la denuncia se señaló lo siguiente
(i) En la mañana del 19 de enero de 2012 adquirió cuatro pasajes en la ruta Lima Chiclayo en el establecimiento de la denunciada, viaje que estaba programado para ese mismo día a las 20:00 horas;
(ii) se acercó a las 18:00 horas al establecimiento de la denunciada y mientras se encontraba en la sala de espera con su familia, observó un afiche que daba cuenta de una promoción en la compra de pasajes ida y vuelta, mediante la cual obtendría un descuento de S/. 10,00 en cada boleto; sin embargo, al momento de adquirir los suyos no recibió ninguna comunicación verbal o escrita para acceder a la misma;
(iii) solicitó en la ventanilla de la denunciada acceder a la promoción antes indicada, lo cual le fue denegado;
(iv) ante ello, solicitó la anulación de la compra efectuada; no obstante, ello tampoco se le permitió, por lo que presentó un reclamo por lo sucedido, el cual no había sido atendido a la fecha;
(v) la denunciada le informó que solo podía postergar los pasajes adquiridos, mas no anularlos;
(vi) luego de subir al bus se percató que el cinturón de seguridad del asiento de su hijo no funcionaba;
(vii) mientras el bus se encontraba recogiendo pasajeros en una terminal de Los Olivos, situación que no fue informada por Móvil Tours, solicitó la reparación del cinturón, pero el personal de la denunciada no atendió su pedido y el bus partió rumbo a Chiclayo, por lo que tuvo que cambiar de asiento con su hijo;
(viii) en los boletos entregados solo se informaba de la posibilidad de postergación mas no la anulación del pasaje; y,
(ix) las cláusulas 19 y 20 del boleto de viaje eran abusivas.","c2,ser7,seg5,ser7",MÓVIL TOURS S.A.,0,0,0,denuncia señaló siguiente i mañana 19 enero 2012 adquirió cuatro pasajes ruta lima chiclayo establecimiento denunciada viaje programado mismo día 20 00 horas ii acercó 18 00 horas establecimiento denunciada mientras encontraba sala espera familia observó afiche daba cuenta promoción compra pasajes ida vuelta mediante obtendría descuento s 10 00 cada boleto embargo momento adquirir recibió ninguna comunicación verbal escrita acceder misma iii solicitó ventanilla denunciada acceder promoción indicada denegado iv ello solicitó anulación compra efectuada obstante ello tampoco permitió presentó reclamo sucedido sido atendido fecha v denunciada informó solo podía postergar pasajes adquiridos mas anularlos vi luego subir bus percató cinturón seguridad asiento hijo funcionaba vii mientras bus encontraba recogiendo pasajeros terminal olivos situación informada móvil tours solicitó reparación cinturón personal denunciada atendió pedido bus partió rumbo chiclayo cambiar asiento hijo viii boletos entregados solo informaba posibilidad postergación mas anulación pasaje ix cláusulas 19 20 boleto viaje abusivas
54,1164-2015/SPC-INDECOPI,2015,"Se denunció a la empresa en base a los siguientes argumentos:
(i) El 14 de enero de 2013, realizó compras en la ciudad de Lima por la suma total de S/, 1 129,00 entre zapatos y otros enseres;
(ii) ese mismo día se apersonó a las instalaciones de la denunciada y adquirió el Boleto de Viaje Nº 016939 con destino a la ciudad de Sullana; asimismo entregó el equipaje que contenía las compras realizadas durante ese día a Ronco, recibiendo el Ticket de Equipaje Nº 010803;
(iii) durante el trayecto, el ómnibus que la transportó realizó varias paradas indebidas, permitiendo el ingreso de nuevos pasajeros; (iv) aproximadamente a las 2 de la madrugada, el vehículo se detuvo en la Comisaría de Chao, el chofer de la unidad comunicó a los pasajeros que el bus fue víctima de un asalto y que se habían perdido tres maletas;
(v) al llegar a la ciudad de Sullana, procedió a solicitar su equipaje; sin embargo, el personal de Ronco le indicó que su maleta se había perdido, precisó que tal afirmación resultaba extraña dado que realizó el embarque al bus temprano, por lo que su equipaje fue colocado en el fondo de la bodega de tal unidad y no podría haber sido robado;
(vi) fue maltratada física y verbalmente por personal de Ronco;
(vii) representantes de la denunciada le indicaron que solo reconocerían el monto de S/ 50,00; recomendándole que no perdiera su tiempo con reclamos, dado que la empresa tenía varios casos como el suyo tramitados en el Indecopi, los cuales siempre salieron a su favor;
(viii) la cláusula 14 contenida en el boleto de viaje, que señalaba que “la empresa se exime de responsabilidad en caso de pérdida o deterioro de equipaje acompañado o como consecuencia de asalto, actos de vandalismo o causas de fuerza mayor” ; era abusiva, en la medida que toda empresa dedicada al transporte de pasajeros debía contar con un seguro de robos y garantizar, al menos, el 50% del valor del equipaje perdido; y,
(ix) solicitó el Libro de Reclamaciones; sin embargo, no le fue entregado dado que le indicaron que la empresa no había implementado el mismo;","ser1,ser15,c8,c4,ser6",EMPRESA DE TRANSPORTES RONCO PERÚ S.A.C.,4 UIT,0,1,denunció empresa base siguientes argumentos i 14 enero 2013 realizó compras ciudad lima suma total s 1 129 00 zapatos enseres ii mismo día apersonó instalaciones denunciada adquirió boleto viaje n 016939 destino ciudad sullana asimismo entregó equipaje contenía compras realizadas día ronco recibiendo ticket equipaje n 010803 iii trayecto ómnibus transportó realizó varias paradas indebidas permitiendo ingreso nuevos pasajeros iv aproximadamente 2 madrugada vehículo detuvo comisaría chao chofer unidad comunicó pasajeros bus víctima asalto perdido tres maletas v llegar ciudad sullana procedió solicitar equipaje embargo personal ronco indicó maleta perdido precisó tal afirmación resultaba extraña dado realizó embarque bus temprano equipaje colocado fondo bodega tal unidad podría haber sido robado vi maltratada física verbalmente personal ronco vii representantes denunciada indicaron solo reconocerían monto s 50 00 recomendándole perdiera tiempo reclamos dado empresa varios casos tramitados indecopi cuales siempre salieron favor viii cláusula 14 contenida boleto viaje señalaba empresa exime responsabilidad caso pérdida deterioro equipaje acompañado consecuencia asalto actos vandalismo causas fuerza mayor abusiva medida toda empresa dedicada transporte pasajeros debía contar seguro robos garantizar menos 50 valor equipaje perdido ix solicitó libro reclamaciones embargo entregado dado indicaron empresa implementado mismo
55,1208-2015/SPC-INDECOPI,2015,"En la denuncia se señaló lo siguiente:
(i) El 2 de mayo de 2012 adquirió un boleto de viaje de Oltursa en la ruta Arequipa Lima, cuya partida se encontraba programada para las 15:00 horas;
(ii) antes de abordar el bus, personal de seguridad de Oltursa lo revisó presionando partes de su cuerpo de forma indebida, por ello, solicitó el libro de reclamaciones a fin de registrar sus cuestionamientos al respecto;
(iii) cuando intentó regresar a la sala del counter para subir al bus, personal de la denunciada le informó que tenía que ser revisado nuevamente; no obstante, durante ese momento el bus partió, razón por la cual registró un nuevo reclamo en el libro de reclamaciones de Oltursa;
(iv) debido a lo sucedido tuvo que viajar en otra empresa de transporte sin su equipaje, ya que este fue trasladado en el bus de la denunciada; 
(v) cuando llegó a Lima al día siguiente y fue a recoger sus maletas, advirtió que su terno y un par de zapatos habían desaparecido, por lo que registró nuevos reclamos en el libro de reclamaciones de Oltursa;
(vi) en varias ocasiones visitó a la denunciada para conocer el estado de sus reclamos, sin obtener una respuesta; y, 
(vii) el 31 de enero de 2014 envió una carta notarial a Oltursa cuestionando la falta de atención a los reclamos registrados en su libro de reclamaciones, luego de lo cual dicha denunciada lo citó en una de sus oficinas en San Isidro, indicándole que le haría llegar una respuesta por escrito, lo que no había ocurrido hasta la fecha.","ser9,ser2,ser7",EMPRESA DE TRANSPORTE TURÍSTICO OLANO S.A.,0,0,0,denuncia señaló siguiente i 2 mayo 2012 adquirió boleto viaje oltursa ruta arequipa lima cuya partida encontraba programada 15 00 horas ii abordar bus personal seguridad oltursa revisó presionando partes cuerpo forma indebida ello solicitó libro reclamaciones fin registrar cuestionamientos respecto iii intentó regresar sala counter subir bus personal denunciada informó ser revisado nuevamente obstante momento bus partió razón registró nuevo reclamo libro reclamaciones oltursa iv debido sucedido viajar empresa transporte equipaje trasladado bus denunciada v llegó lima día siguiente recoger maletas advirtió terno par zapatos desaparecido registró nuevos reclamos libro reclamaciones oltursa vi varias ocasiones visitó denunciada conocer reclamos obtener respuesta vii 31 enero 2014 envió carta notarial oltursa cuestionando falta atención reclamos registrados libro reclamaciones luego dicha denunciada citó oficinas san isidro indicándole haría llegar respuesta escrito ocurrido fecha
56,1293-2015/SPC-INDECOPI,2015,Se presentó una denuncia ya que la empresa no devolvió la totalidad del equipaje entregado por el denunciante.,ser2,EMPRESA DE TRANSPORTES YANATILE S.R.L.,0,0,0,presentó denuncia empresa devolvió totalidad equipaje entregado denunciante
57,1511-2015/SPC-INDECOPI,2015,"Se presentó una denuncia alegando lo siguiente:
(i) El 5 de agosto de 2014, contrató los servicios de transporte de la denunciada para trasladarse en la ruta HuancayoLima;
(ii) antes de partir de Huancayo, entregó a los trabajadores de la denunciada su equipaje, que consistía en cuatro (4) sacos de yute que contenían vestuarios de Santiago y Huaylash; y, 
(iii) al llegar a su destino, no le entregaron uno (1) de los sacos de yute que entregó, por lo que presentó un reclamo sin obtener una respuesta favorable.","ser2,ser7",EMPRESA DE TRANSPORTES POOL E.I.R.L.,0.5 UIT,S/150,1,presentó denuncia alegando siguiente i 5 agosto 2014 contrató servicios transporte denunciada trasladarse ruta huancayolima ii partir huancayo entregó trabajadores denunciada equipaje consistía cuatro 4 sacos yute contenían vestuarios santiago huaylash iii llegar destino entregaron 1 sacos yute entregó presentó reclamo obtener respuesta favorable
58,2366-2015/SPC-INDECOPI,2015,"Se presentó una denuncia señalando que adquirió del denunciado un Boleto de Viaje Nº 0064551 con destino a la ciudad de Chiclayo; asimismo le entregó su equipaje que contenía objetos personales valorizados en S/. 2 300,00, por el cual recibió los Tickets de Equipaje Nº 0004917808 y Nº 0004917803; sin embargo, al llegar a su destino, el denunciado le informó que habían sustraído su equipaje. Ante dicha situación, el 12 de agosto de 2014, consignó su reclamo en el Libro de Reclamaciones del denunciado; sin embargo, no le brindó respuesta alguna.","ser1,ser6",TRANSPORTES CRUZ DEL SUR S.A.C,2.5 UIT ,S/350 y atender un reclamo,1,presentó denuncia señalando adquirió denunciado boleto viaje n 0064551 destino ciudad chiclayo asimismo entregó equipaje contenía objetos personales valorizados s 2 300 00 recibió tickets equipaje n 0004917808 n 0004917803 embargo llegar destino denunciado informó sustraído equipaje dicha situación 12 agosto 2014 consignó reclamo libro reclamaciones denunciado embargo brindó respuesta alguna
